year,Institution Type,Length,Number enrolled,Number awarded financial aid,Percent awarded aid,Aid Type,Dollar type,Average award for students in aid programs
2000,All institutions,Overall,1976600.0,1390527.0,70.3494384296266,Federal grants,Raw dollar amount,2486.49788549876
2001,All institutions,Overall,2050016.0,1481592.0,72.2722164119695,Federal grants,Raw dollar amount,2739.03579023945
2002,All institutions,Overall,2135613.0,1553024.0,72.7202915509505,Federal grants,Raw dollar amount,2946.97587260029
2003,All institutions,Overall,2178517.0,1610967.0,73.9478737140908,Federal grants,Raw dollar amount,2933.55828802672
2004,All institutions,Overall,2260590.0,1689910.0,74.7552630065602,Federal grants,Raw dollar amount,2939.09966729859
2005,All institutions,Overall,2309543.0,1731315.0,74.9635317463238,Federal grants,Raw dollar amount,2959.24971795311
2006,All institutions,Overall,2426599.0,1766783.0,72.809022009817,Federal grants,Raw dollar amount,3130.97251626837
2007,All institutions,Overall,2528579.0,1911296.0,75.5877510649262,Federal grants,Raw dollar amount,3380.78684732505
2008,All institutions,Overall,2542748.0,1974063.0,77.6350232111086,Federal grants,Raw dollar amount,3926.89503990847
2009,All institutions,Overall,2855241.0,2323706.0,81.38388318184,Federal grants,Raw dollar amount,4693.47190920866
2010,All institutions,Overall,2648101.0,2179582.0,82.3073591226317,Federal grants,Raw dollar amount,4758.1694756828
2011,All institutions,Overall,2571120.0,2140556.0,83.253834904633,Federal grants,Raw dollar amount,4423.94752770197
2012,All institutions,Overall,2510994.0,2077909.0,82.752447835399,Federal grants,Raw dollar amount,4452.04558096726
2013,All institutions,Overall,2505306.0,2077487.0,82.9234831992579,Federal grants,Raw dollar amount,4532.53819043782
2014,All institutions,Overall,2471045.0,2062252.0,83.456675212309,Federal grants,Raw dollar amount,4599.3861572799
2015,All institutions,Overall,2458068.0,2031557.0,82.6485272173105,Federal grants,Raw dollar amount,4682.00584106565
2016,All institutions,Overall,2491341.0,2063481.0,82.8261165372384,Federal grants,Raw dollar amount,4700.30716292255
2017,All institutions,Overall,2464021.0,2057789.0,83.5134521986623,Federal grants,Raw dollar amount,4926.48394723862
2018,All institutions,Overall,2470908.0,2072213.0,83.8644336413982,Federal grants,Raw dollar amount,5082.06425474824
2019,All institutions,Overall,2455016.0,2097865.0,85.4521925722684,Federal grants,Raw dollar amount,4587.03859777362
2020,All institutions,Overall,2246762.0,1923272.0,85.601946267562,Federal grants,Raw dollar amount,4721.13557038017
2021,All institutions,Overall,2282669.0,1991973.0,87.2650831110424,Federal grants,Raw dollar amount,4983.17089849097
2000,Public,Overall,1333236.0,872109.0,65.4129501453606,Federal grants,Raw dollar amount,2407.81846278487
2005,Public,Overall,1510268.0,1066041.0,70.5862138375441,Federal grants,Raw dollar amount,2925.79990382242
2010,Public,Overall,1802335.0,1421369.0,78.8626420726446,Federal grants,Raw dollar amount,4764.97280557379
2015,Public,Overall,1747471.0,1399831.0,80.1061076263927,Federal grants,Raw dollar amount,4636.20365509392
2016,Public,Overall,1752934.0,1407452.0,80.2912146150397,Federal grants,Raw dollar amount,4640.84440285718
2017,Public,Overall,1766933.0,1438708.0,81.4240268306721,Federal grants,Raw dollar amount,4907.27049866617
2018,Public,Overall,1777994.0,1449845.0,81.5438634776045,Federal grants,Raw dollar amount,5048.82938867618
2019,Public,Overall,1783178.0,1494200.0,83.7942145988791,Federal grants,Raw dollar amount,4575.75530172487
2020,Public,Overall,1608012.0,1349831.0,83.9440874819342,Federal grants,Raw dollar amount,4628.21984625469
2021,Public,Overall,1617365.0,1401935.0,86.680186599809,Federal grants,Raw dollar amount,4920.74067661216
2000,Public,4-year,804793.0,573430.0,71.2518622801143,Federal grants,Raw dollar amount,2569.29347002535
2005,Public,4-year,906948.0,695017.0,76.632508148207,Federal grants,Raw dollar amount,3070.61442021886
2010,Public,4-year,1039126.0,858424.0,82.6101935665165,Federal grants,Raw dollar amount,4983.44706328042
2015,Public,4-year,1144409.0,948342.0,82.8674014272869,Federal grants,Raw dollar amount,4706.62281080619
2016,Public,4-year,1161684.0,965117.0,83.079133396001,Federal grants,Raw dollar amount,4723.23504382727
2017,Public,4-year,1183534.0,993916.0,83.9786605201034,Federal grants,Raw dollar amount,4958.48032341284
2018,Public,4-year,1208851.0,1011977.0,83.7139564760256,Federal grants,Raw dollar amount,5089.0595802317
2019,Public,4-year,1221792.0,1040462.0,85.1586849480108,Federal grants,Raw dollar amount,4437.42865695503
2020,Public,4-year,1147820.0,978814.0,85.27591434197,Federal grants,Raw dollar amount,4608.49905466517
2021,Public,4-year,1183279.0,1030951.0,87.1266201800252,Federal grants,Raw dollar amount,4785.7448988381
2000,Public,2-year,528443.0,298679.0,56.5205708089614,Federal grants,Raw dollar amount,2222.30059536603
2005,Public,2-year,603320.0,371024.0,61.497049658556,Federal grants,Raw dollar amount,2773.52340667016
2010,Public,2-year,763209.0,562945.0,73.7602675020866,Federal grants,Raw dollar amount,4557.29609736694
2015,Public,2-year,603062.0,451489.0,74.8661000029848,Federal grants,Raw dollar amount,4542.23235531629
2016,Public,2-year,591250.0,442335.0,74.8135306553911,Federal grants,Raw dollar amount,4527.37259062258
2017,Public,2-year,583399.0,444792.0,76.2414745311528,Federal grants,Raw dollar amount,4833.03841823993
2018,Public,2-year,569143.0,437868.0,76.9346192433185,Federal grants,Raw dollar amount,4987.70621737227
2019,Public,2-year,561386.0,453738.0,80.8246019672739,Federal grants,Raw dollar amount,4819.15908789957
2020,Public,2-year,460192.0,371017.0,80.6222185522565,Federal grants,Raw dollar amount,4667.82100232674
2021,Public,2-year,434086.0,370984.0,85.4632492178969,Federal grants,Raw dollar amount,5209.22779631023
2000,Private nonprofit,Overall,439369.0,363044.0,82.6284967760584,Federal grants,Raw dollar amount,2878.71646187713
2005,Private nonprofit,Overall,471069.0,401908.0,85.3182867053446,Federal grants,Raw dollar amount,3426.41943791289
2010,Private nonprofit,Overall,517831.0,462840.0,89.3805121748215,Federal grants,Raw dollar amount,5076.40171556796
2015,Private nonprofit,Overall,540835.0,484705.0,89.6216036314218,Federal grants,Raw dollar amount,4997.80401920215
2016,Private nonprofit,Overall,569122.0,511634.0,89.8988266136259,Federal grants,Raw dollar amount,5096.89229316855
2017,Private nonprofit,Overall,550438.0,496934.0,90.2797408609144,Federal grants,Raw dollar amount,5217.58840408945
2018,Private nonprofit,Overall,560485.0,506454.0,90.3599561094409,Federal grants,Raw dollar amount,5387.36725915554
2019,Private nonprofit,Overall,526825.0,476326.0,90.4144640060741,Federal grants,Raw dollar amount,4576.16848472316
2020,Private nonprofit,Overall,493415.0,447660.0,90.7268729163078,Federal grants,Raw dollar amount,5026.86912430945
2021,Private nonprofit,Overall,521768.0,467215.0,89.5445868661934,Federal grants,Raw dollar amount,5281.36719877003
2000,Private nonprofit,4-year,419499.0,347638.0,82.869804218842,Federal grants,Raw dollar amount,2930.44814978853
2005,Private nonprofit,4-year,460832.0,393429.0,85.3736285674606,Federal grants,Raw dollar amount,3437.4440018705
2010,Private nonprofit,4-year,504715.0,451012.0,89.3597376737367,Federal grants,Raw dollar amount,5104.53282280604
2015,Private nonprofit,4-year,505549.0,451276.0,89.264542111645,Federal grants,Raw dollar amount,4930.57278508473
2016,Private nonprofit,4-year,508494.0,454979.0,89.4757853583326,Federal grants,Raw dollar amount,4928.67923833537
2017,Private nonprofit,4-year,516578.0,464432.0,89.9054934588775,Federal grants,Raw dollar amount,5148.88196803078
2018,Private nonprofit,4-year,528402.0,475518.0,89.991710856507,Federal grants,Raw dollar amount,5319.69873334029
2019,Private nonprofit,4-year,511289.0,461778.0,90.3164355188553,Federal grants,Raw dollar amount,4506.77090478953
2020,Private nonprofit,4-year,477264.0,432959.0,90.7168778705287,Federal grants,Raw dollar amount,4990.05635122269
2021,Private nonprofit,4-year,505005.0,453137.0,89.7292106018752,Federal grants,Raw dollar amount,5248.0144128078
2000,Private nonprofit,2-year,19870.0,15406.0,77.5339708102667,Federal grants,Raw dollar amount,2269.3821603928
2005,Private nonprofit,2-year,10237.0,8479.0,82.8270000976849,Federal grants,Raw dollar amount,3176.37481060606
2010,Private nonprofit,2-year,13116.0,11828.0,90.1799329063739,Federal grants,Raw dollar amount,4552.65782079301
2015,Private nonprofit,2-year,35286.0,33429.0,94.7372895766026,Federal grants,Raw dollar amount,5373.79462026413
2016,Private nonprofit,2-year,60628.0,56655.0,93.4469222141585,Federal grants,Raw dollar amount,5641.2980730387
2017,Private nonprofit,2-year,33860.0,32502.0,95.989367985824,Federal grants,Raw dollar amount,5623.80179041601
2018,Private nonprofit,2-year,32083.0,30936.0,96.4248979210174,Federal grants,Raw dollar amount,5834.07435200429
2019,Private nonprofit,2-year,15536.0,14548.0,93.6405767250258,Federal grants,Raw dollar amount,5730.89801656661
2020,Private nonprofit,2-year,16151.0,14701.0,91.0222277258374,Federal grants,Raw dollar amount,5589.94315084495
2021,Private nonprofit,2-year,16763.0,14078.0,83.9825806836485,Federal grants,Raw dollar amount,5822.62467298888
2000,Private for-profit,Overall,203995.0,155374.0,76.1655922939288,Federal grants,Raw dollar amount,2312.21768389662
2005,Private for-profit,Overall,328206.0,263366.0,80.2441149765696,Federal grants,Raw dollar amount,2725.13554330838
2010,Private for-profit,Overall,327935.0,295373.0,90.0705932578102,Federal grants,Raw dollar amount,4493.94821283346
2015,Private for-profit,Overall,169762.0,147021.0,86.6041870383242,Federal grants,Raw dollar amount,4460.44894348398
2016,Private for-profit,Overall,169285.0,144395.0,85.2969843754615,Federal grants,Raw dollar amount,4353.94263314974
2017,Private for-profit,Overall,146650.0,122147.0,83.291510398909,Federal grants,Raw dollar amount,4481.18448643865
2018,Private for-profit,Overall,132429.0,115914.0,87.5291665722765,Federal grants,Raw dollar amount,4689.08791559048
2019,Private for-profit,Overall,145013.0,127339.0,87.8121271885969,Federal grants,Raw dollar amount,4708.55386484181
2020,Private for-profit,Overall,145335.0,125781.0,86.5455671379916,Federal grants,Raw dollar amount,4854.4776183439
2021,Private for-profit,Overall,143536.0,122823.0,85.5694738602163,Federal grants,Raw dollar amount,4960.4096491774
2000,Private for-profit,4-year,81075.0,51739.0,63.8162195497996,Federal grants,Raw dollar amount,2295.37697015283
2005,Private for-profit,4-year,157705.0,116237.0,73.7053359119876,Federal grants,Raw dollar amount,2490.38212515909
2010,Private for-profit,4-year,112706.0,102000.0,90.5009493727042,Federal grants,Raw dollar amount,4733.00780657053
2015,Private for-profit,4-year,59269.0,51636.0,87.1214294150399,Federal grants,Raw dollar amount,4641.08345357106
2016,Private for-profit,4-year,57680.0,49045.0,85.0294729542302,Federal grants,Raw dollar amount,4646.25181208785
2017,Private for-profit,4-year,52371.0,43364.0,82.8015504764087,Federal grants,Raw dollar amount,4879.0314746276
2018,Private for-profit,4-year,50712.0,44761.0,88.2651049061366,Federal grants,Raw dollar amount,4969.85620777027
2019,Private for-profit,4-year,53622.0,46722.0,87.1321472529932,Federal grants,Raw dollar amount,4855.25245150862
2020,Private for-profit,4-year,51081.0,43577.0,85.3096063115444,Federal grants,Raw dollar amount,4844.6065985452
2021,Private for-profit,4-year,48566.0,42396.0,87.2956389243504,Federal grants,Raw dollar amount,5287.79847971305
2000,Private for-profit,2-year,122920.0,103635.0,84.3109339407745,Federal grants,Raw dollar amount,2319.12121764236
2005,Private for-profit,2-year,170501.0,147129.0,86.2921625093108,Federal grants,Raw dollar amount,2884.94104906126
2010,Private for-profit,2-year,215229.0,193373.0,89.8452346105776,Federal grants,Raw dollar amount,4373.95655933485
2015,Private for-profit,2-year,110493.0,95385.0,86.3267356303114,Federal grants,Raw dollar amount,4372.68246119179
2016,Private for-profit,2-year,111605.0,95350.0,85.4352403566149,Federal grants,Raw dollar amount,4216.81749734753
2017,Private for-profit,2-year,94279.0,78783.0,83.5636780194953,Federal grants,Raw dollar amount,4275.87428968304
2018,Private for-profit,2-year,81717.0,71153.0,87.0724573834086,Federal grants,Raw dollar amount,4528.14121695226
2019,Private for-profit,2-year,91391.0,80617.0,88.2110929960281,Federal grants,Raw dollar amount,4631.558056671
2020,Private for-profit,2-year,94254.0,82204.0,87.2153966940395,Federal grants,Raw dollar amount,4859.34616534503
2021,Private for-profit,2-year,94970.0,80427.0,84.6867431820575,Federal grants,Raw dollar amount,4809.69662036266
2000,All institutions,Overall,1976600.0,1390527.0,70.3494384296266,State/local grants,Raw dollar amount,2038.85243518883
2001,All institutions,Overall,2050016.0,1481592.0,72.2722164119695,State/local grants,Raw dollar amount,2056.97047173154
2002,All institutions,Overall,2135613.0,1553024.0,72.7202915509505,State/local grants,Raw dollar amount,2188.73759263077
2003,All institutions,Overall,2178517.0,1610967.0,73.9478737140908,State/local grants,Raw dollar amount,2226.19239202848
2004,All institutions,Overall,2260590.0,1689910.0,74.7552630065602,State/local grants,Raw dollar amount,2343.42110590986
2005,All institutions,Overall,2309543.0,1731315.0,74.9635317463238,State/local grants,Raw dollar amount,2440.98005458331
2006,All institutions,Overall,2426599.0,1766783.0,72.809022009817,State/local grants,Raw dollar amount,2525.84807122476
2007,All institutions,Overall,2528579.0,1911296.0,75.5877510649262,State/local grants,Raw dollar amount,2586.30923420251
2008,All institutions,Overall,2542748.0,1974063.0,77.6350232111086,State/local grants,Raw dollar amount,2706.01292412516
2009,All institutions,Overall,2855241.0,2323706.0,81.38388318184,State/local grants,Raw dollar amount,2771.19331798082
2010,All institutions,Overall,2648101.0,2179582.0,82.3073591226317,State/local grants,Raw dollar amount,2842.79256458358
2011,All institutions,Overall,2571120.0,2140556.0,83.253834904633,State/local grants,Raw dollar amount,2912.4231430608
2012,All institutions,Overall,2510994.0,2077909.0,82.752447835399,State/local grants,Raw dollar amount,3051.04889189106
2013,All institutions,Overall,2505306.0,2077487.0,82.9234831992579,State/local grants,Raw dollar amount,3100.81767719051
2014,All institutions,Overall,2471045.0,2062252.0,83.456675212309,State/local grants,Raw dollar amount,3214.09376866415
2015,All institutions,Overall,2458068.0,2031557.0,82.6485272173105,State/local grants,Raw dollar amount,3374.7861290538
2016,All institutions,Overall,2491341.0,2063481.0,82.8261165372384,State/local grants,Raw dollar amount,3463.22072587577
2017,All institutions,Overall,2464021.0,2057789.0,83.5134521986623,State/local grants,Raw dollar amount,3681.87883403006
2018,All institutions,Overall,2470908.0,2072213.0,83.8644336413982,State/local grants,Raw dollar amount,3809.56942626534
2019,All institutions,Overall,2455016.0,2097865.0,85.4521925722684,State/local grants,Raw dollar amount,3860.58836626613
2020,All institutions,Overall,2246762.0,1923272.0,85.601946267562,State/local grants,Raw dollar amount,3969.65366556965
2021,All institutions,Overall,2282669.0,1991973.0,87.2650831110424,State/local grants,Raw dollar amount,4116.49758329804
2000,Public,Overall,1333236.0,872109.0,65.4129501453606,State/local grants,Raw dollar amount,1706.68238428582
2005,Public,Overall,1510268.0,1066041.0,70.5862138375441,State/local grants,Raw dollar amount,2226.33467733504
2010,Public,Overall,1802335.0,1421369.0,78.8626420726446,State/local grants,Raw dollar amount,2676.48835984393
2015,Public,Overall,1747471.0,1399831.0,80.1061076263927,State/local grants,Raw dollar amount,3237.63573629423
2016,Public,Overall,1752934.0,1407452.0,80.2912146150397,State/local grants,Raw dollar amount,3331.89485248538
2017,Public,Overall,1766933.0,1438708.0,81.4240268306721,State/local grants,Raw dollar amount,3556.5163795538
2018,Public,Overall,1777994.0,1449845.0,81.5438634776045,State/local grants,Raw dollar amount,3687.28942903914
2019,Public,Overall,1783178.0,1494200.0,83.7942145988791,State/local grants,Raw dollar amount,3739.65848997991
2020,Public,Overall,1608012.0,1349831.0,83.9440874819342,State/local grants,Raw dollar amount,3849.69949653379
2021,Public,Overall,1617365.0,1401935.0,86.680186599809,State/local grants,Raw dollar amount,3988.70298564354
2000,Public,4-year,804793.0,573430.0,71.2518622801143,State/local grants,Raw dollar amount,2067.96416154689
2005,Public,4-year,906948.0,695017.0,76.632508148207,State/local grants,Raw dollar amount,2752.1805725383
2010,Public,4-year,1039126.0,858424.0,82.6101935665165,State/local grants,Raw dollar amount,3468.74992888913
2015,Public,4-year,1144409.0,948342.0,82.8674014272869,State/local grants,Raw dollar amount,3904.98943319165
2016,Public,4-year,1161684.0,965117.0,83.079133396001,State/local grants,Raw dollar amount,3995.58438797158
2017,Public,4-year,1183534.0,993916.0,83.9786605201034,State/local grants,Raw dollar amount,4249.84593318737
2018,Public,4-year,1208851.0,1011977.0,83.7139564760256,State/local grants,Raw dollar amount,4412.20280236464
2019,Public,4-year,1221792.0,1040462.0,85.1586849480108,State/local grants,Raw dollar amount,4535.60571715038
2020,Public,4-year,1147820.0,978814.0,85.27591434197,State/local grants,Raw dollar amount,4542.51129633843
2021,Public,4-year,1183279.0,1030951.0,87.1266201800252,State/local grants,Raw dollar amount,4716.62914070679
2000,Public,2-year,528443.0,298679.0,56.5205708089614,State/local grants,Raw dollar amount,1009.42757724175
2005,Public,2-year,603320.0,371024.0,61.497049658556,State/local grants,Raw dollar amount,1314.2331872599
2010,Public,2-year,763209.0,562945.0,73.7602675020866,State/local grants,Raw dollar amount,1418.27068483732
2015,Public,2-year,603062.0,451489.0,74.8661000029848,State/local grants,Raw dollar amount,2010.06965052437
2016,Public,2-year,591250.0,442335.0,74.8135306553911,State/local grants,Raw dollar amount,2098.18733687475
2017,Public,2-year,583399.0,444792.0,76.2414745311528,State/local grants,Raw dollar amount,2209.35398021567
2018,Public,2-year,569143.0,437868.0,76.9346192433185,State/local grants,Raw dollar amount,2288.9017211461
2019,Public,2-year,561386.0,453738.0,80.8246019672739,State/local grants,Raw dollar amount,2279.50820647282
2020,Public,2-year,460192.0,371017.0,80.6222185522565,State/local grants,Raw dollar amount,2383.52296745892
2021,Public,2-year,434086.0,370984.0,85.4632492178969,State/local grants,Raw dollar amount,2398.94953594827
2000,Private nonprofit,Overall,439369.0,363044.0,82.6284967760584,State/local grants,Raw dollar amount,2997.73673866122
2005,Private nonprofit,Overall,471069.0,401908.0,85.3182867053446,State/local grants,Raw dollar amount,3117.04194001397
2010,Private nonprofit,Overall,517831.0,462840.0,89.3805121748215,State/local grants,Raw dollar amount,3555.66238007187
2015,Private nonprofit,Overall,540835.0,484705.0,89.6216036314218,State/local grants,Raw dollar amount,4012.96551510217
2016,Private nonprofit,Overall,569122.0,511634.0,89.8988266136259,State/local grants,Raw dollar amount,4124.93260267168
2017,Private nonprofit,Overall,550438.0,496934.0,90.2797408609144,State/local grants,Raw dollar amount,4366.26291394767
2018,Private nonprofit,Overall,560485.0,506454.0,90.3599561094409,State/local grants,Raw dollar amount,4492.46898889749
2019,Private nonprofit,Overall,526825.0,476326.0,90.4144640060741,State/local grants,Raw dollar amount,4595.36059736766
2020,Private nonprofit,Overall,493415.0,447660.0,90.7268729163078,State/local grants,Raw dollar amount,4653.08939622704
2021,Private nonprofit,Overall,521768.0,467215.0,89.5445868661934,State/local grants,Raw dollar amount,4851.15574476064
2000,Private nonprofit,4-year,419499.0,347638.0,82.869804218842,State/local grants,Raw dollar amount,3001.44292869138
2005,Private nonprofit,4-year,460832.0,393429.0,85.3736285674606,State/local grants,Raw dollar amount,3120.72635673479
2010,Private nonprofit,4-year,504715.0,451012.0,89.3597376737367,State/local grants,Raw dollar amount,3573.77964392243
2015,Private nonprofit,4-year,505549.0,451276.0,89.264542111645,State/local grants,Raw dollar amount,4017.03750108762
2016,Private nonprofit,4-year,508494.0,454979.0,89.4757853583326,State/local grants,Raw dollar amount,4124.57563214396
2017,Private nonprofit,4-year,516578.0,464432.0,89.9054934588775,State/local grants,Raw dollar amount,4370.19588939178
2018,Private nonprofit,4-year,528402.0,475518.0,89.991710856507,State/local grants,Raw dollar amount,4506.22989670303
2019,Private nonprofit,4-year,511289.0,461778.0,90.3164355188553,State/local grants,Raw dollar amount,4605.52909878001
2020,Private nonprofit,4-year,477264.0,432959.0,90.7168778705287,State/local grants,Raw dollar amount,4665.21181054099
2021,Private nonprofit,4-year,505005.0,453137.0,89.7292106018752,State/local grants,Raw dollar amount,4862.16949225696
2000,Private nonprofit,2-year,19870.0,15406.0,77.5339708102667,State/local grants,Raw dollar amount,2892.15679662803
2005,Private nonprofit,2-year,10237.0,8479.0,82.8270000976849,State/local grants,Raw dollar amount,2973.6281148429
2010,Private nonprofit,2-year,13116.0,11828.0,90.1799329063739,State/local grants,Raw dollar amount,2834.88503130336
2015,Private nonprofit,2-year,35286.0,33429.0,94.7372895766026,State/local grants,Raw dollar amount,3809.65086887836
2016,Private nonprofit,2-year,60628.0,56655.0,93.4469222141585,State/local grants,Raw dollar amount,4145.10669642857
2017,Private nonprofit,2-year,33860.0,32502.0,95.989367985824,State/local grants,Raw dollar amount,4129.56529850746
2018,Private nonprofit,2-year,32083.0,30936.0,96.4248979210174,State/local grants,Raw dollar amount,3466.6757524134
2019,Private nonprofit,2-year,15536.0,14548.0,93.6405767250258,State/local grants,Raw dollar amount,3778.21442125237
2020,Private nonprofit,2-year,16151.0,14701.0,91.0222277258374,State/local grants,Raw dollar amount,3653.95916955017
2021,Private nonprofit,2-year,16763.0,14078.0,83.9825806836485,State/local grants,Raw dollar amount,3993.12037659718
2000,Private for-profit,Overall,203995.0,155374.0,76.1655922939288,State/local grants,Raw dollar amount,2493.56887136903
2005,Private for-profit,Overall,328206.0,263366.0,80.2441149765696,State/local grants,Raw dollar amount,2795.54636611584
2010,Private for-profit,Overall,327935.0,295373.0,90.0705932578102,State/local grants,Raw dollar amount,3028.43229201808
2015,Private for-profit,Overall,169762.0,147021.0,86.6041870383242,State/local grants,Raw dollar amount,3841.44902400871
2016,Private for-profit,Overall,169285.0,144395.0,85.2969843754615,State/local grants,Raw dollar amount,3489.60004669624
2017,Private for-profit,Overall,146650.0,122147.0,83.291510398909,State/local grants,Raw dollar amount,3333.70453247001
2018,Private for-profit,Overall,132429.0,115914.0,87.5291665722765,State/local grants,Raw dollar amount,3361.75952590851
2019,Private for-profit,Overall,145013.0,127339.0,87.8121271885969,State/local grants,Raw dollar amount,3216.46800595238
2020,Private for-profit,Overall,145335.0,125781.0,86.5455671379916,State/local grants,Raw dollar amount,3374.44922380336
2021,Private for-profit,Overall,143536.0,122823.0,85.5694738602163,State/local grants,Raw dollar amount,3462.62162489406
2000,Private for-profit,4-year,81075.0,51739.0,63.8162195497996,State/local grants,Raw dollar amount,2888.70509771482
2005,Private for-profit,4-year,157705.0,116237.0,73.7053359119876,State/local grants,Raw dollar amount,2944.93311512737
2010,Private for-profit,4-year,112706.0,102000.0,90.5009493727042,State/local grants,Raw dollar amount,2949.87687617261
2015,Private for-profit,4-year,59269.0,51636.0,87.1214294150399,State/local grants,Raw dollar amount,3715.23559479554
2016,Private for-profit,4-year,57680.0,49045.0,85.0294729542302,State/local grants,Raw dollar amount,3609.24606780846
2017,Private for-profit,4-year,52371.0,43364.0,82.8015504764087,State/local grants,Raw dollar amount,3823.96478279207
2018,Private for-profit,4-year,50712.0,44761.0,88.2651049061366,State/local grants,Raw dollar amount,3583.89407086045
2019,Private for-profit,4-year,53622.0,46722.0,87.1321472529932,State/local grants,Raw dollar amount,3716.0857696031
2020,Private for-profit,4-year,51081.0,43577.0,85.3096063115444,State/local grants,Raw dollar amount,3645.76736539252
2021,Private for-profit,4-year,48566.0,42396.0,87.2956389243504,State/local grants,Raw dollar amount,3510.58705970522
2000,Private for-profit,2-year,122920.0,103635.0,84.3109339407745,State/local grants,Raw dollar amount,2313.97668953849
2005,Private for-profit,2-year,170501.0,147129.0,86.2921625093108,State/local grants,Raw dollar amount,2705.60970699109
2010,Private for-profit,2-year,215229.0,193373.0,89.8452346105776,State/local grants,Raw dollar amount,3088.06913946588
2015,Private for-profit,2-year,110493.0,95385.0,86.3267356303114,State/local grants,Raw dollar amount,3940.25269795077
2016,Private for-profit,2-year,111605.0,95350.0,85.4352403566149,State/local grants,Raw dollar amount,3393.54076048828
2017,Private for-profit,2-year,94279.0,78783.0,83.5636780194953,State/local grants,Raw dollar amount,2930.09097222222
2018,Private for-profit,2-year,81717.0,71153.0,87.0724573834086,State/local grants,Raw dollar amount,3099.01667735728
2019,Private for-profit,2-year,91391.0,80617.0,88.2110929960281,State/local grants,Raw dollar amount,2754.58761410417
2020,Private for-profit,2-year,94254.0,82204.0,87.2153966940395,State/local grants,Raw dollar amount,3075.07641723356
2021,Private for-profit,2-year,94970.0,80427.0,84.6867431820575,State/local grants,Raw dollar amount,3417.50751879699
2000,All institutions,Overall,1976600.0,1390527.0,70.3494384296266,Institutional grants,Raw dollar amount,4739.62673806365
2001,All institutions,Overall,2050016.0,1481592.0,72.2722164119695,Institutional grants,Raw dollar amount,4917.8711885472
2002,All institutions,Overall,2135613.0,1553024.0,72.7202915509505,Institutional grants,Raw dollar amount,5267.08874315508
2003,All institutions,Overall,2178517.0,1610967.0,73.9478737140908,Institutional grants,Raw dollar amount,5648.13944896248
2004,All institutions,Overall,2260590.0,1689910.0,74.7552630065602,Institutional grants,Raw dollar amount,5957.96962092102
2005,All institutions,Overall,2309543.0,1731315.0,74.9635317463238,Institutional grants,Raw dollar amount,6212.99117053648
2006,All institutions,Overall,2426599.0,1766783.0,72.809022009817,Institutional grants,Raw dollar amount,6597.87906867182
2007,All institutions,Overall,2528579.0,1911296.0,75.5877510649262,Institutional grants,Raw dollar amount,6808.47991468267
2008,All institutions,Overall,2542748.0,1974063.0,77.6350232111086,Institutional grants,Raw dollar amount,7518.36400705112
2009,All institutions,Overall,2855241.0,2323706.0,81.38388318184,Institutional grants,Raw dollar amount,7692.89955830045
2010,All institutions,Overall,2648101.0,2179582.0,82.3073591226317,Institutional grants,Raw dollar amount,8393.49971178453
2011,All institutions,Overall,2571120.0,2140556.0,83.253834904633,Institutional grants,Raw dollar amount,8766.88635529314
2012,All institutions,Overall,2510994.0,2077909.0,82.752447835399,Institutional grants,Raw dollar amount,9222.7971193074
2013,All institutions,Overall,2505306.0,2077487.0,82.9234831992579,Institutional grants,Raw dollar amount,9603.0022996248
2014,All institutions,Overall,2471045.0,2062252.0,83.456675212309,Institutional grants,Raw dollar amount,10066.4229216652
2015,All institutions,Overall,2458068.0,2031557.0,82.6485272173105,Institutional grants,Raw dollar amount,10352.6639433536
2016,All institutions,Overall,2491341.0,2063481.0,82.8261165372384,Institutional grants,Raw dollar amount,10771.6675297341
2017,All institutions,Overall,2464021.0,2057789.0,83.5134521986623,Institutional grants,Raw dollar amount,11233.0258989048
2018,All institutions,Overall,2470908.0,2072213.0,83.8644336413982,Institutional grants,Raw dollar amount,11648.4848881761
2019,All institutions,Overall,2455016.0,2097865.0,85.4521925722684,Institutional grants,Raw dollar amount,11716.9507989355
2020,All institutions,Overall,2246762.0,1923272.0,85.601946267562,Institutional grants,Raw dollar amount,11719.3483966494
2021,All institutions,Overall,2282669.0,1991973.0,87.2650831110424,Institutional grants,Raw dollar amount,12499.7664020153
2000,Public,Overall,1333236.0,872109.0,65.4129501453606,Institutional grants,Raw dollar amount,2274.56651846955
2005,Public,Overall,1510268.0,1066041.0,70.5862138375441,Institutional grants,Raw dollar amount,3161.93347916716
2010,Public,Overall,1802335.0,1421369.0,78.8626420726446,Institutional grants,Raw dollar amount,4160.28035618907
2015,Public,Overall,1747471.0,1399831.0,80.1061076263927,Institutional grants,Raw dollar amount,5322.08327565169
2016,Public,Overall,1752934.0,1407452.0,80.2912146150397,Institutional grants,Raw dollar amount,5497.97836864143
2017,Public,Overall,1766933.0,1438708.0,81.4240268306721,Institutional grants,Raw dollar amount,5549.27923477088
2018,Public,Overall,1777994.0,1449845.0,81.5438634776045,Institutional grants,Raw dollar amount,5665.7313451782
2019,Public,Overall,1783178.0,1494200.0,83.7942145988791,Institutional grants,Raw dollar amount,5775.93491976409
2020,Public,Overall,1608012.0,1349831.0,83.9440874819342,Institutional grants,Raw dollar amount,5660.25774760703
2021,Public,Overall,1617365.0,1401935.0,86.680186599809,Institutional grants,Raw dollar amount,6055.47289158193
